Series Name,Series Code,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,3109.3799,4121.829,5309.7154,6875.2491,7680.9842,8315.576,9287.5638,10319.6598,11326.2378,12264.0268,12924.0069,13733.0487,14252.2031,15193.9884,16365.9038,17055.4951,17970.845,18913.1086,19956.8502,20918.6128,21761.01853,21712.5972,20807.9459,20893.579,20984.0892,20878.6768,21181.6131,21089.4536,3585.2155,3657.9434,4122.3355,3830.9156,3963.3871,3941.8621,4023.2683,3980.6272,4230.9316,4449.1071,5043.3159,5144.2887106422,5390.98473567479,5530.25743465459,5514.85399229931,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,India,IND,..,..,..,..,..,..,..,..,..,..,746498.11,754018.475,767242.36,773571.615,796885.36,827298.045,852598.24,871680.045,875174.32,905452.595,929414.77,979738.35,1011305.49,1059291.57,1117754.1,1140356.79,1199500.61,1202058.62,1305250.63,1365390.78,1387371.82,1443266.28,1486420.6,1521727.9,1581028.22,1651503.01,1708836.97,1761537.39,1768965,1956039,1885189,1875600.85,1917294.66,1976449.15,2090334.85,2117460.59,2232760.11,2382011.76,2438714.28,2594639.91697394,2771456.75614684,2828845.82898461,3002894.92752695,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,339677.08,294004.88,733432.92,409241.71,329453.15,329119.33,482736.65,833788.53,502384.1,696521.76,714214.48,637827.33,2488671.33,1105446.85,711331.59,745108.85,1117713.93,1760930.26,813977.91,888790.51,1165113.41,2212869.12,2097491.51,1396509.98,2156232.29,1315570.67,1314060.75,5040841.3,1191187.16,668887.6,622464.65,849945.65,1720445.17,888646.15,1060213.55,1171042.59,2381293.72,772946.22,796581.92,1148285.67917462,744790.024070399,763553.164939774,780550.764031458,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,141820.332,150900.254,167062.928,194611.585,204615.776,202141.476,226348.26,232841.431,224791.651,199911.761,167342.007,163748.83,200503.84,219858.696,211380.013,222482.77,212413.38,213485.583,223541.278,240347.697,283712.886,309948.399,328777.884,328038.417,363853.514,370387.944,385888.414,402922.917,410530.568,425640.487,448089.454,460783.884,483378.505,516232.685,552318.804,576650.654,619914.466,650956.813,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,51298.7594,57101.4776,56661.6978,61280.4881,63205.9827,67796.1277,79857.7963,74972.443,81021.097,100553.343,91587.97,66669.934,73322.719,72391.637,78746.497,87989.232,93954.166,92806.644,99336.417,106551.332,99866.44,70211.023,79840.903,96576.367,106658.004,107285.105,98175.476,103253.907,106026.108,110878.99,124402.47,132843.676,128686.157,107790.878,125423.582,124611.697,129502.484,130078.493,137871.117,138423.769146231,146903.733169242,151457.060059124,155529.505046712,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,47233.244,50207.9495,50087.418,50501.4748,53311.1718,51752.3778,52172.4386,54543.7096,54749.4886,59352.582,58358.935,57799.276,57699.221,57858.915,58131.826,59638.734,60934.309,60915.351,61748.223,63305.303,65583.192,65980.203,65914.962,66338.242,67790.031,68374.024,70151.949,71594.306,65387.423,66633.5938,68143.29,70153.998,69094.685189,68872.5353,68770.04183,70080.71247,71503.3484,70033.0319,70132.71958,65613.0705702765,65591.2459838566,61268.1023659476,62433.0138852174,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Israel,ISR,..,..,..,..,..,..,..,..,..,..,17255.7912,17423.1433,18338.8844,19569.987,20110.2957,21199.3102,20991.795,21894.5797,23195.8502,23640.5637,23572.128,24505.3025,25737.6764,26634.9113,27698.1996,29481.1308,32012.933,32501.8888,36863.0489,38388.3811,39609.3299,40313.9671,42952.5358,46736.9554,50063.7458,53255.1994,56520.4864,58641.0529,59555.1553,60998.6856,65619.3898423,65879.0624,69487.8009,71533.77838,70576.27465,71353.03175,73591.54212,77128.57252,75238.54546,75026.0352778109,79072.4356631562,81703.9131146652,84044.4344111728,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Italy,ITA,..,..,..,..,..,..,..,..,..,..,388249.306,398701.797,416781.6244,442434.685,444569.749,425696.331,454591.3069,446956.652,457629.696,475665.266,477727.329,466863.848,456718.484,451604.575,460419.075,462915.588,464970.255,470135.089,497868,517577.285,508764.943,506084.173,504110.294,496267.322,493411.783,518470.761,507338.856,508373.858,519046.022,521472.006,547349.86,543360.171,550782.069,564951.183,562794.853,564114.951,563324.943,547383.143,529283.803,480698.223117841,489460.132730355,482619.037546784,482634.000294537,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,7210.3984,7218.1041,7832.3233,9812.8877,9585.1143,9140.5232,7832.7393,8426.8527,..,8601.1335,..,8081.9637,7124.8654,7225.7731,7049.8807,6408.9541,6233.0791,6286.058,6832.8877,8263.0162,9319.21737,9371.5824,10249.7128,10465.9562,10521.7448,10886.3338,11247.785,11457.9309,11874.5802,12168.2626,12364.4322,12249.8631,12392.1182,12959.0415,13419.4675,13314.8946,14549.9645,15423.5468,13912.5571,13884.0972177137,14581.6781043858,15053.5054602312,15474.3204085017,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Japan,JPN,..,..,..,..,..,..,..,..,..,..,941132.584,960481.941,1009126.08,1127133.34,1124069.401,1067710.651,1101910.151,1133256.77,1131050.16,1159212.2,1136091.34,1105577.59,1063683.99,1070491.43,1137483.61,1112813.49,1111249.55,1111018.94,1186749.6,1216856.651,1304676.03,1318933.78,1330643.26,1333072.7,1385835.23,1421640.91,1424112.7,1414397.05,1371363.01,1399008.939,1406194.588,1387952.208,1422453.194,1428102.126,1427399.203,1439905.158,1425898.63,1461356.118,1385164.839,1290243.64782972,1350427.9134916,1396767.26078631,1478858.88126732,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,2090.95161,2157.92587,2463.89713,2697.9562,2817.72326,3082.61473,3550.34049,3700.00084,4332.81843,4550.17732,5534.82824,6602.3977,7369.2457,8202.0766,9173.6655,9644.5633,10225.5392,10641.4863,10626.6256,10833.7517,11599.3165797,11892.662547,13938.77676,14432.90871,15032.0313,15834.0643,16405.7396,16830.7854,17159.4152,17135.0775,17799.0188,17657.3513,18834.63186,18728.0081,20882.0096,22339.7323,22823.0797,23900.584,24469.11527,24315.6473389454,25590.049644546,26440.7735323218,27198.5945143973,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,186230.159,183204.846,219119.677,209996.073,214080.499,207044.828,229747.655,221842.679,226525.898,217979.155,219643.092,206127.432,207431.911,204172.375,213576.252,212825.196,225630.673,233680.27,240415.311,241646.268,372290.9362,362868.415,366068.723,326956.867,288847.538,247266.945,272328.5,207305.66,218453.239,182819.098,207395.42,223606.92,285884.292,256799.005,285197.38,291641.047,324812.472,315840.136,330512.052,287801.126034189,347356.081602398,350475.734882164,366502.19730054,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,21917.286,22376.806,23210.036,23833.311,24133.127,24663.136,25292.084,26147.382,27781.04,29484.455,28468.693,28404.277,29812.384,31668.235,33170.182,33349.257,34675.608,34921.399,36807.31,38381.069,38943.126,38141.052,39012.029,39846.354,41268.314,41798.476,41134.09,41235.589,66595.01,46998.103,46237.25,44415.733,43784.866,46308.659,46544.163,48661.628,50017.915,53054.236,53277.032,52547.6800367631,52675.1023516439,53513.9923820998,54302.0956122537,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.0258228,55.381054,38.7182938,40.576571,33.8164,39.1389702,34.0849654,34.658537,40.669831,39.287644,39.7799279,44.2063472,40.9590299,41.2235548,39.4362545,40.1591934,42.230296,43.715237,39.106336,40.423539,42.698831,43.93295,44.793808,44.635066,46.230684,..,..,51.375821,..,52.6991169526772,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,94041.917,93374.105,97367.834,101174.929,103162.747,107603.784,114423.832,122134.837,131631.037,139394.818,147262.267,150760.537,156400.054,165173.931,166105.701,171602.1,169587.631,171329.121,167895.58,167433.688,162999.454,155908.963,142827.289,132389.657,119835.711,111920.307,100618.396,98661.432,84375.4542,89468.2923,97813.668,101904.133,96022.3694,98123.02581,101210.574,106557.193,106807.1721,92054.1519,99381.168,99920.3788841107,104116.604314427,107165.318927918,109894.964984758,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,88641.352,89248.78,91340.252,107014.039,112906.55,120964.237,130213.924,144910.923,155967.54,172533.275,175229.771,181587.53,180766.923,192747.731,208165.762,215092.052,224294.641,225840.175,258382.665,270117.802,300501.326,328691.416,354614.82,385035.318,418012.512,453629.667,487344.746,513934.866,450493.845,489986.3208,512819.936,522374.159,534839.283,546211.11377,562450.9571,561372.5433,565697.20066,575558.3818,594982.1988,594493.202241893,628838.721073131,650085.534882287,668989.651446327,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,68097.3281,71418.7885,73477.7018,66638.3624,54816.6481,46479.1125,45134.6952,42959.4875,47514.7676,55586.6233,47113.6283,42894.2394,42788.9244,49052.5585,47360.4429,49877.0039,51377.0806,51686.5785,58923.3979,62729.4837,..,47185.0815,37631.0113,46152.1963,54782.3429,57167.7332,56837.7997,59684.9071,63941.6739,65097.1525,65239.5715,63455.7221,62755.2671,74340.5263,82089.0534,91416.6572,87101.2683,86228.4561,89301.4427,88824.8817802557,93785.5685485441,96788.1942169604,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,15173.6805,15407.791,17150.5211,17239.2997,17793.07982,17448.25252,17839.2328,17633.9946,18027.01412,17815.13532,18904.72862,17020.0065,15864.9806,14414.48652,13563.6558,13638.2389,14220.5455,14655.7436,16896.3839,16108.9077,33283.18809,30183.3567,22014.0663,17742.7522,13406.1932,10488.6816,12527.7409,11417.8648,11119.9075,9840.1165,9973.9558,8996.7479,10365.5904,10992.9099,11243.6025,10852.4673,10680.9086,11464.2627,11873.2617,13218.8107777734,13008.5431032492,13853.6745152227,13794.7412448409,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,22771.992,15370.2654,18840.0037,26238.911,15426.5696,15168.3505,14115.7654,21517.5498,25758.286,22943.633,27499.059,24130.622,23876.742,42771.248,25080.521,21525.4955,25141.408,32707.043,25749.331,18518.9987,30128.598,26620.375,38440.377,31462.783,28147.016,31879.678,24691.465,24955.413,141736.464,143278.75,24667.954,15958.361,34783.697,20412.978,76333.64,53444.812,25073.368,70977.957,21335.613,24469.6379259297,38034.9636272718,161456.982700603,161718.737448862,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,45385.3107,45620.2012,47957.4588,50365.8282,52362.8725,52338.0379,53714.9787,55699.819,57305.0302,59444.6101,61084.521,62361.524,62860.074,64501.615,65898.317,67655.5,69206.824,69206.671,71797.628,72636.905,33667.7706,31579.4731,27370.8426,24046.0891,21073.774,18782.998,18788.7645,18051.4526,12905.7988,12076.2856,11507.8095,12089.6607,13748.3487,12783.2611,13021.8197,13288.2027,14054.3664,14416.1433,14204.6668,13580.3226,14670.0039,14150.0953121195,13943.921724239,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,6392.4529,6547.0607,6999.7795,8535.2553,8470.274,7530.32318,7167.63828,6517.55809,7540.1608,8444.2514,8508.7553,8685.9173,7416.073,8449.0284,8265.2206,9252.6883,9333.1226,9340.6535,..,..,..,9718.72493,..,12647.1704,13588.25853,15558.41777,16648.2645,18223.05133,18388.3501,18215.9426,16825.6618,18142.4143,17968.86134,20293.94799,18716.22341,19431.44925,16947.8808,15102.0736,18270.36045,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,1794.4611,1636.0716,1615.7307,1609.7149,1646.6811,1721.5528,1691.6338,1598.2718,1619.4526,1742.8113,1809.3254,1797.4011,1841.963,1813.1316,1768.5389,1842.6128,1873.5463,2132.4598,2056.7565,2023.3921,1882.4258,1872.9355,2108.6519,1990.9259,1969.1242,1938.4438,1839.49,1810.8851,4735.7995,3817.01,3230.5765,3844.3085,2941.8226,4650.1065,2341.0011,3703.9041,2161.3032,4439.4282,2543.498,2727.98013422641,3425.27889786419,3449.40565110162,3472.70753642453,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,1688.8839,1707.83431,1794.15218,1879.81356,1934.41705,1983.62971,2071.5686,2231.29969,2259.22274,2685.62491,2826.85842,2527.39272,2417.78164,2479.64728,2341.09996,2394.25193,2219.78418,2250.44173,2464.32329,2156.44891,1752.526409,1476.78731,1443.58754,1406.24366,1385.60436,1428.10412,1491.93851,1602.40617,4980.4182,3371.3292,2076.31708,2163.9067,2047.18953,2062.90724,2311.5503,2082.70263,2475.8958,2847.6082,2863.1407,2599.79846235048,2758.54687127273,2797.37082211107,2833.94277850522,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Libya,LBY,..,..,..,..,..,..,..,..,..,..,70829.5514,54206.5029,44220.1655,42364.3307,32671.0875,37564.5101,43278.1874,45286.2265,46857.8958,50094.5135,53559.8016,45320.3481,49330.9319,47842.425,49232.866,47494.6463,54638.882,51156.7705,55358.7094,56625.0662,61074.1542,61081.0877,55474.6102,55551.4748,60863.3452,65215.4728,67250.6652,63411.2107,63333.0286,60164.7593,63666.8898,62555.0382,63328.5875,68226.6741,68566.5541,69931.74,71318.6748,71090.5683,74238.8201,73995.4159130736,77780.0897279971,80072.8192017551,82129.133946468,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,102299.251,102814.511,108080.086,113993.131,119668.912,112018.107,115982.734,119879.5,123956.74,128003.215,131995.884,133148.662,134141.744,136424.903,139310.817,141568.504,143396.829,143623.652,147969.545,148595.876,54344.5327,56222.146,38057.553,31683.24,30200.133,29219.71,30160.761,29876.404,25363.91101,22732.1351,21257.1305,21048.71215,21963.75,21789.3066,22521.04332,23569.40751,24082.2094,25791.099,26732.648,24473.52047,26786.483,29324.6896732865,29442.2123465731,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,19411.8712,18172.2987,17912.103,19347.8667,18020.8321,14576.5692,15485.2017,14804.6325,16110.3858,15249.3716,14437.3203,12484.9763,11757.6038,11134.285,12031.066,12235.1631,11976.5731,12061.8249,12003.8008,12836.9195,13101.9844,13752.49703,13533.83,13758.01445,12977.04983,10728.9068,10528.9944,10135.52208,9328.0909,9683.2885,10268.3634,10701.1799,11557.2574,12047.2209,13115.9247,13445.8188,13493.6595,13072.4388,12702.3411,12343.3163024847,13034.8157583223,12929.5408156803,12610.9976195246,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,272.7945278,274.2888557,306.7717664,430.4914078,443.2191477,441.0006504,434.9072854,416.522605,..,..,553.397894,547.332982,582.821154,820.329836,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1584.064809,1686.048907,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,45314.072,31699.804,33414.625,35221.137,33167.312,36663.72,34578.793,38183.714,40515.605,47801.334,43738.694,40817.186,43685.261,44142.378,39060.775,39488.076,38195.526,44747.682,38387.554,40358.508,48353.24978,43906.18782,57425.8863,42514.656,45839.383,46520.596,43115.832,42210.393,142475.818,90964.366,84187.244,131802.6,84561.656,163798.098,87784.422,159818.564,107263.379,134284.869,94468.136,117984.460835901,117231.040631623,117586.217732155,117932.597060147,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,6200.6142,4125.4003,4555.3077,4853.1968,4568.8406,5376.941,5284.0097,5747.3404,6104.721,7349.218,6611.1971,6280.8873,6822.6244,6834.6175,6124.2429,6425.742,6514.5724,7909.5922,6549.9444,7167.6719,8537.0945,7968.8054,10138.423,7510.2435,7781.9892,8132.4539,7698.4542,7584.7339,17453.9846,13768.2019,15450.3876,12365.3478,14272.7598,20340.8092,15083.1634,20503.2074,15055.3741,17520.1761,17735.299,15595.8303564547,21415.5371809398,21525.7616594699,21632.1320932947,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,113374.2398,84957.564,99628.829,130161.4888,89982.2318,91202.7038,91612.7108,120583.1098,139186.4768,131982.4058,150780.9418,138493.8168,141106.2048,221016.4198,154694.2008,141604.8618,157909.4368,189578.3758,167479.2098,145347.9368,198587.5635,200252.3506,253515.5852,235936.2626,228129.1697,252184.5882,240004.9957,245919.3852,259140.1734,160190.903,171393.521,176214.366,199983.481,195386.718,216283.733,246665.158,240375.427,250680.678,256755.874,277979.415615578,263676.105986662,271818.836761596,279098.376755817,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,21.3782936,21.8498624,22.2095869,23.9437318,26.2865913,26.062194,26.4186729,28.3271174,29.5527724,31.8601997,..,..,..,..,66.938764,93.348037,105.955315,106.91215,120.760957,..,..,..,..,..,260.647134,343.534103,344.677926,337.75302,351.802297,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Mali,MLI,..,..,..,..,..,..,..,..,..,..,25111.389,24892.602,23570.45,24308.613,20052.227,21632.851,22200.156,24815.495,22556.593,24801.041,29426.021,26719.238,29715.883,27048.727,25915.989,23663.11,24085.695,24905.037,24366.253,26169.18,30794.145,26648.862,29573.934,28544.464,28923.565,31483.013,31338.259,32233.054,86412.246,78429.021,70241.634,84085.491,79829.518,67302.869,88391.546,87079.094,83577.389,74744.398,86890.413,74104.2691956336,76827.8814527539,77134.1826164302,77437.931654233,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Malta,MLT,..,..,..,..,..,..,..,..,..,..,827.18557,832.28208,1008.6574,974.19202,904.03316,832.9201,929.54597,985.47019,1121.1562,1097.62188,1208.61824,1341.23609,1512.64597,1178.41962,1552.8952,1381.41314,2120.53629,2134.64345,2403.39229,2591.67392,2605.29414,2501.46927,2464.87426,3123.18766,2824.34096,2710.72427,2659.97264,2835.19023,2742.62327,2781.47533,2553.04695,3049.24901,2551.86278,2955.31074,3020.00875,3166.96708,3056.57731,3227.64269,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,2.47358782,2.53943612,2.5990922,2.65762174,2.72749663,2.7931141,2.85136633,2.91658641,2.98429168,3.05776389,3.1434641,3.24269386,3.37197287,3.51616586,3.67422485,3.85308101,4.04241984,4.24437391,4.45388807,4.69700757,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,4924.7542,4811.3556,4462.6904,4385.7761,3838.7428,3960.8509,4170.8254,4354.4084,4450.987,4665.1646,4807.6244,5019.7096,5096.4015,4688.4498,4718.6216,4984.1429,4842.1605,4964.3782,5649.356,5917.9002,5976.906,6220.5861,7689.3047,7883.2518,7881.2337,8039.7137,8251.8602,8692.7971,9423.1979,9840.511,11950.5596,11586.0578,10019.5833,10307.2832,11027.6403,11475.5441,11509.7784,13429.1196,11721.4539,11967.5831531667,12951.0065581117,13153.8609240339,13343.1626272099,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,693.46024,700.31021,767.19657,756.66368,767.03565,769.41325,775.75323,826.0593,798.00409,944.48672,980.18474,884.63221,808.00605,902.77673,907.64402,948.19408,1148.49854,1173.43119,1491.78319,1526.0882,1576.65897,1618.56618,..,..,1658.38091,1834.36248,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,210547.8556,215289.415,229445.067,241668.377,266400.717,280289.646,292167.457,304657.545,332679.42,362012.517,387137.41,407085.783,452477.328,420752.599,436648.98,443037.14,442988.942,454482.357,462185.197,473325.8,494151.02,505174.028,494645.64,502121.057,520225.772,515961.212,532804.427,539136.339,692323.18,553847.34,576489.52,547960.58,567679.66,601685.72,567790.06,641308.82,642137.77,646318.66,644167.96,648860.079135921,643375.43361602,652861.29145972,663424.954361171,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,22.128257,24.944894,28.033261,27.281874,26.823079,26.356311,19.6614529,24.363107,25.418594,26.679296,27.951877,32.945073,34.057384,35.173601,36.301586,38.050325,40.156637,42.118156,43.939884,45.778874,47.63686,48.517143,49.427856,50.3221,50.622584,57.82718,58.091752,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,26313.2626,26494.224,27939.5154,29694.5625,31531.9274,33793.1939,35047.4567,35679.991,36917.9591,37665.9508,39456.1147,40488.4573,41724.7568,43598.4464,45561.7633,47969.1374,50434.5072,51135.8444,55245.3209,56507.1414,38029.79932,31646.0445,26833.6086,22774.423,19013.9288,16651.8869,16914.8593,15739.9844,14206.271683,11858.89334,10796.1408,11371.9209,11279.53115,11996.300315,12302.81733,12762.8576,12243.7973,12163.9801,11170.1713,11008.6907771068,11338.7077686998,11433.4868914836,11350.629999647,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,13026.344,13353.2168,14862.5381,18061.981,17657.0668,19790.6538,21323.7058,24130.106,26607.898,27541.677,37598.349,37863.369,39945.271,45490.641,43738.274,44445.8961,48189.842,51352.507,54374.849,53943.2038,58042.678,58062.256,59494.811,57860.676,56917.884,59119.415,60763.2491,60760.1461,50019.834,30732.308,51756.455,27501.3,50488.318,39185.705,25435.527,27669.265,37790.423,55403.599,46513.8,50237.0158902693,24860.3781081674,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
